発売,はつばい,release (of a product); putting on the market,<ruby>新<rt>あたら</rt></ruby>しい <ruby>車<rt>くるま</rt></ruby>が <ruby>発売<rt>はつばい</rt></ruby>された。,A new car was put on the market.,verbal noun
発行,はっこう,publication; issue,その <ruby>雑誌<rt>ざっし</rt></ruby>は <ruby>年<rt>ねん</rt></ruby>に４ <ruby>回<rt>かい</rt></ruby> <ruby>発行<rt>はっこう</rt></ruby>されているんだ。,The magazine is published four times a year.,verbal noun
コンテスト,こんてすと,contest; competition,このコンテストに <ruby>優勝<rt>ゆうしょう</rt></ruby>すると <ruby>車<rt>くるま</rt></ruby>がもらえるんだ。,If you win this contest; you'll get a car.,noun
発電,はつでん,generation of electricity,ここでは <ruby>太陽<rt>たいよう</rt></ruby>エネルギーを <ruby>使<rt>つか</rt></ruby>って <ruby>発電<rt>はつでん</rt></ruby>しています。,We generate electricity with solar energy here.,verbal noun
発生,はっせい,occurrence; happening,<ruby>交差点<rt>こうさてん</rt></ruby>で <ruby>事故<rt>じこ</rt></ruby>が <ruby>発生<rt>はっせい</rt></ruby>した。,There was an accident at the intersection.,verbal noun
発明,はつめい,invention,<ruby>彼<rt>かれ</rt></ruby>は <ruby>偉大<rt>いだい</rt></ruby>な <ruby>発明<rt>はつめい</rt></ruby> <ruby>王<rt>おう</rt></ruby>です。,He's a great master of invention.,verbal noun
発達,はったつ,development; growth,<ruby>通信<rt>つうしん</rt></ruby> <ruby>技術<rt>ぎじゅつ</rt></ruby>の <ruby>発達<rt>はったつ</rt></ruby>は <ruby>目覚<rt>めざ</rt></ruby>ましいな。,The development of communication technology is remarkable.,verbal noun
表す,あらわす,express (something),<ruby>私<rt>わたし</rt></ruby>たちは <ruby>万歳<rt>ばんざい</rt></ruby>をして <ruby>喜<rt>よろこ</rt></ruby>びを <ruby>表<rt>あらわ</rt></ruby>しました。,We expressed our joy by throwing our arms in the air.,verb
もてる,もてる,popular with men/women,<ruby>彼<rt>かれ</rt></ruby>は <ruby>非常<rt>ひじょう</rt></ruby>にもてるね。,He's very popular.,verb
表情,ひょうじょう,facial expression,<ruby>彼<rt>かれ</rt></ruby>はとても <ruby>表情<rt>ひょうじょう</rt></ruby>が <ruby>豊<rt>ゆた</rt></ruby>かですね。,He's very expressive.,noun
表紙,ひょうし,cover (of a book; etc.),その <ruby>人気<rt>にんき</rt></ruby>アイドルが <ruby>今月<rt>こんげつ</rt></ruby>の <ruby>表紙<rt>ひょうし</rt></ruby>だよ。,The popular star is on the cover this month.,noun
発音,はつおん,pronunciation,この <ruby>単語<rt>たんご</rt></ruby>を <ruby>発音<rt>はつおん</rt></ruby>してください。,Please pronounce this word.,verbal noun
楽,らく,comfortable; easy,<ruby>彼<rt>かれ</rt></ruby>には <ruby>楽<rt>らく</rt></ruby>な <ruby>仕事<rt>しごと</rt></ruby>が <ruby>与<rt>あた</rt></ruby>えられたよ。,They gave him an easy job.,adjectival noun
デザート,でざーと,dessert,デザートにケーキを <ruby>食<rt>た</rt></ruby>べました。,I had cake for dessert.,noun
薬指,くすりゆび,ring finger,<ruby>彼女<rt>かのじょ</rt></ruby>は <ruby>薬指<rt>くすりゆび</rt></ruby>に <ruby>指輪<rt>ゆびわ</rt></ruby>をはめています。,She has a ring on her ring finger.,noun
目薬,めぐすり,eye drops,<ruby>目<rt>め</rt></ruby>が <ruby>疲<rt>つか</rt></ruby>れたので <ruby>目薬<rt>めぐすり</rt></ruby>をさしたよ。,My eyes were tired; so I put in some eye drops.,noun
食欲,しょくよく,appetite,<ruby>今日<rt>きょう</rt></ruby>は <ruby>食欲<rt>しょくよく</rt></ruby>がありません。,I have no appetite today.,noun
映る,うつる,be reflected; appear,<ruby>水面<rt>みなも</rt></ruby>に <ruby>月<rt>つき</rt></ruby>が <ruby>映<rt>うつ</rt></ruby>っているね。,The moon is reflected in the surface of the water.,verb
企画,きかく,plan; project,<ruby>独身<rt>どくしん</rt></ruby> <ruby>者<rt>しゃ</rt></ruby>パーティーを <ruby>企画<rt>きかく</rt></ruby>した。,I planned a party for singles.,verbal noun
クイズ,くいず,quiz; quiz show,クイズ <ruby>番組<rt>ばんぐみ</rt></ruby>を <ruby>見<rt>み</rt></ruby>るのが <ruby>好<rt>す</rt></ruby>きです。,I like to watch quiz shows.,noun
画家,がか,artist; painter,この <ruby>絵<rt>え</rt></ruby>はスペインの <ruby>画家<rt>がか</rt></ruby>が <ruby>描<rt>か</rt></ruby>きました。,This picture was drawn by a Spanish painter.,noun
画面,がめん,screen,テレビの <ruby>画面<rt>がめん</rt></ruby>が <ruby>明<rt>あか</rt></ruby>るすぎる。,The TV screen is too bright.,noun
面,めん,surface; side,<ruby>彼<rt>かれ</rt></ruby>の <ruby>意外<rt>いがい</rt></ruby>な <ruby>面<rt>めん</rt></ruby>を <ruby>見<rt>み</rt></ruby>た。,I saw an unexpected side of him.,noun
場面,ばめん,scene; situation,ここがいちばん <ruby>面白<rt>おもしろ</rt></ruby>い <ruby>場面<rt>ばめん</rt></ruby>です。,This is the most interesting scene.,noun
表面,ひょうめん,surface,<ruby>月<rt>つき</rt></ruby>の <ruby>表面<rt>ひょうめん</rt></ruby>にはクレーターがたくさんあるね。,There are a lot of craters on the surface of the moon.,noun
ムード,むーど,mood,<ruby>部屋<rt>へや</rt></ruby>を <ruby>暗<rt>くら</rt></ruby>くしてムードを <ruby>出<rt>だ</rt></ruby>してみたよ。,I darkened the room to set the mood.,noun
方面,ほうめん,direction,<ruby>沖縄<rt>おきなわ</rt></ruby> <ruby>方面<rt>ほうめん</rt></ruby>にお <ruby>出<rt>で</rt></ruby>かけの <ruby>方<rt>かた</rt></ruby>は <ruby>台風<rt>たいふう</rt></ruby>にご <ruby>注意<rt>ちゅうい</rt></ruby>ください。,People heading in the direction of Okinawa should be careful of typhoons.,noun
地面,じめん,surface; ground,<ruby>地面<rt>じめん</rt></ruby>に <ruby>何<rt>なに</rt></ruby>か <ruby>絵<rt>え</rt></ruby>が <ruby>描<rt>か</rt></ruby>いてあるぞ。,There are some pictures drawn on the ground.,noun
水面,すいめん,surface of the water,<ruby>湖<rt>みずうみ</rt></ruby>の <ruby>水面<rt>すいめん</rt></ruby>に <ruby>小<rt>ちい</rt></ruby>さく <ruby>波<rt>なみ</rt></ruby>が <ruby>立<rt>た</rt></ruby>っているな。,There are a lot of small waves on the surface of the lake.,noun
金色,きんいろ,golden color,あの <ruby>寺<rt>てら</rt></ruby>の <ruby>屋根<rt>やね</rt></ruby>は <ruby>金色<rt>きんいろ</rt></ruby>ですね。,The roof of that temple is golden.,noun
水色,みずいろ,light blue,<ruby>箱<rt>はこ</rt></ruby>に <ruby>水色<rt>みずいろ</rt></ruby>のリボンがかかっていたの。,A light blue ribbon was tied around the box.,noun
アマチュア,あまちゅあ,amateur,<ruby>彼<rt>かれ</rt></ruby>はアマチュア <ruby>音楽家<rt>おんがくか</rt></ruby>です。,He is an amateur musician.,noun
形式,けいしき,form; format,<ruby>書類<rt>しょるい</rt></ruby>は <ruby>形式<rt>けいしき</rt></ruby>を <ruby>守<rt>まも</rt></ruby>って <ruby>作<rt>つく</rt></ruby>ってください。,Please follow the format of the documents.,noun
人形,にんぎょう,doll,<ruby>彼女<rt>かのじょ</rt></ruby>は <ruby>人形<rt>にんぎょう</rt></ruby>をたくさん <ruby>持<rt>も</rt></ruby>っています。,She has a lot of dolls.,noun
型,かた,type; model,<ruby>新<rt>あたら</rt></ruby>しい <ruby>型<rt>かた</rt></ruby>のカメラを <ruby>買<rt>か</rt></ruby>いました。,I bought a new-model camera.,noun
人種,じんしゅ,race,この <ruby>国<rt>くに</rt></ruby>にはさまざまな <ruby>人種<rt>じんしゅ</rt></ruby>がいます。,There are many different racial groups in this country.,noun
分類,ぶんるい,classification,これらの <ruby>本<rt>ほん</rt></ruby>を <ruby>分類<rt>ぶんるい</rt></ruby>してください。,Please classify these books.,verbal noun
カメラマン,かめらまん,photographer,<ruby>将来<rt>しょうらい</rt></ruby>はプロのカメラマンになりたいです。,I want to be a professional photographer in the future.,noun
人類,じんるい,humankind,<ruby>人類<rt>じんるい</rt></ruby>は２ <ruby>本<rt>ほん</rt></ruby>の <ruby>足<rt>あし</rt></ruby>で <ruby>歩<rt>ある</rt></ruby>きます。,Humans walk on two feet.,noun
書き直す,かきなおす,rewrite,この <ruby>書類<rt>しょるい</rt></ruby>を <ruby>書<rt>か</rt></ruby>き <ruby>直<rt>なお</rt></ruby>してください。,Please rewrite this document.,verb
やり直す,やりなおす,do over again,<ruby>急<rt>いそ</rt></ruby>いでやり <ruby>直<rt>なお</rt></ruby>します。,I'll do it over immediately.,verb
やり直し,やりなおし,doing over; redoing,<ruby>仕事<rt>しごと</rt></ruby>がやり <ruby>直<rt>なお</rt></ruby>しになった。,My work had to be re-done.,noun
直後,ちょくご,immediately after,<ruby>食<rt>た</rt></ruby>べた <ruby>直後<rt>ちょくご</rt></ruby>に <ruby>寝<rt>ね</rt></ruby>ないほうがいいよ。,You should not sleep immediately after meals.,noun
しょっちゅう,しょっちゅう,frequently; repeatedly,<ruby>彼<rt>かれ</rt></ruby>はしょっちゅう <ruby>遅刻<rt>ちこく</rt></ruby>しているな。,He is frequently late.,adverb
直前,ちょくぜん,just before; immediately prior,<ruby>彼<rt>かれ</rt></ruby>は <ruby>旅行<rt>りょこう</rt></ruby>の <ruby>直前<rt>ちょくぜん</rt></ruby>に <ruby>熱<rt>ねつ</rt></ruby>が <ruby>出<rt>で</rt></ruby>たの。,He got a fever just before going on a trip.,noun
見直す,みなおす,change one's view; review,<ruby>彼<rt>かれ</rt></ruby>のことを <ruby>見直<rt>みなお</rt></ruby>しました。,I changed my opinion of him.,verb
直ちに,ただちに,at once; immediately,<ruby>直<rt>ただ</rt></ruby>ちに <ruby>会社<rt>かいしゃ</rt></ruby>に <ruby>戻<rt>もど</rt></ruby>ってください。,Please return to the office at once.,adverb
間接,かんせつ,indirect,それは <ruby>間接<rt>かんせつ</rt></ruby> <ruby>的<rt>てき</rt></ruby>な <ruby>原因<rt>げんいん</rt></ruby>の <ruby>一<rt>ひと</rt></ruby>つです。,It's one of the indirect causes.,noun
ロープ,ろーぷ,rope,ロープを <ruby>使<rt>つか</rt></ruby>って <ruby>崖<rt>がけ</rt></ruby>を <ruby>下<rt>お</rt></ruby>りたんだ。,I descended the cliff using a rope.,noun
接近,せっきん,approach; to draw near,<ruby>台風<rt>たいふう</rt></ruby>が <ruby>接近<rt>せっきん</rt></ruby>していますね。,A typhoon is approaching.,verbal noun
接する,せっする,come in contact; adjoin,<ruby>子供<rt>こども</rt></ruby>が <ruby>動物<rt>どうぶつ</rt></ruby>に <ruby>接<rt>せっ</rt></ruby>するのは <ruby>良<rt>い</rt></ruby>いことです。,It's good for children to have contact with animals.,verb
白線,はくせん,white (warning) line,<ruby>白線<rt>はくせん</rt></ruby>の <ruby>内側<rt>うちがわ</rt></ruby>に <ruby>下<rt>さ</rt></ruby>がってお <ruby>待<rt>ま</rt></ruby>ちください。,Please stand behind the white lines as you wait.,noun
直線,ちょくせん,straight line,<ruby>直線<rt>ちょくせん</rt></ruby>を <ruby>描<rt>か</rt></ruby>いてください。,Please draw a straight line.,noun
脱線,だっせん,derailment,<ruby>地震<rt>じしん</rt></ruby>で <ruby>電車<rt>でんしゃ</rt></ruby>が <ruby>脱線<rt>だっせん</rt></ruby>したよ。,The train derailed in the earthquake.,verbal noun
ストライキ,すとらいき,strike,<ruby>従業<rt>じゅうぎょう</rt></ruby> <ruby>員<rt>いん</rt></ruby>は <ruby>明日<rt>あす</rt></ruby>からストライキです。,Employees will go on strike from tomorrow.,noun
角度,かくど,angle,この <ruby>角度<rt>かくど</rt></ruby>からは <ruby>画面<rt>がめん</rt></ruby>が <ruby>見<rt>み</rt></ruby>えにくいですね。,It's difficult to see the screen from this angle.,noun
作曲,さっきょく,composition,この <ruby>曲<rt>きょく</rt></ruby>は <ruby>誰<rt>だれ</rt></ruby>が <ruby>作曲<rt>さっきょく</rt></ruby>したのですか。,Who composed this piece of music?,verbal noun
曲線,きょくせん,curve; curved line,この <ruby>道<rt>みち</rt></ruby>は、ゆるい <ruby>曲線<rt>きょくせん</rt></ruby>を <ruby>描<rt>えが</rt></ruby>いているよ。,This road curves gently.,noun
共通,きょうつう,commonality,<ruby>私<rt>わたし</rt></ruby>たちは <ruby>共通<rt>きょうつう</rt></ruby>の <ruby>趣味<rt>しゅみ</rt></ruby>を <ruby>持<rt>も</rt></ruby>っています。,We have a common hobby.,verbal noun
共に,ともに,together,<ruby>最後<rt>さいご</rt></ruby>まで <ruby>共<rt>とも</rt></ruby>にがんばりましょう。,Let's try our best together right to the end.,adverb
パンク,ぱんく,flat tire,<ruby>自転車<rt>じてんしゃ</rt></ruby>のタイヤがパンクしました。,My bike got a flat tire.,verbal noun
同様,どうよう,similar; the same as,<ruby>私<rt>わたし</rt></ruby>たちは <ruby>彼<rt>かれ</rt></ruby>を <ruby>家族<rt>かぞく</rt></ruby> <ruby>同様<rt>どうよう</rt></ruby>に <ruby>思<rt>おも</rt></ruby>っている。,We think of him as part of our family.,adjectival noun
同情,どうじょう,sympathy; compassion,<ruby>友人<rt>ゆうじん</rt></ruby>は <ruby>私<rt>わたし</rt></ruby>に <ruby>同情<rt>どうじょう</rt></ruby>してくれたよ。,My friend sympathized with me.,verbal noun
共同,きょうどう,joint; cooperation,２ <ruby>社<rt>しゃ</rt></ruby>が <ruby>共同<rt>きょうどう</rt></ruby>で <ruby>新<rt>しん</rt></ruby> <ruby>製品<rt>せいひん</rt></ruby>を <ruby>開発<rt>かいはつ</rt></ruby>したんだ。,The two companies jointly developed a new product.,verbal noun
同一,どういつ,same; identical,この <ruby>人<rt>ひと</rt></ruby>とその <ruby>人<rt>ひと</rt></ruby>は、 <ruby>同一<rt>どういつ</rt></ruby> <ruby>人物<rt>じんぶつ</rt></ruby>ですか。,Are this person and that person the same?,adjectival noun
同時,どうじ,simultaneous; at the same time,<ruby>二人<rt>ふたり</rt></ruby>の <ruby>走者<rt>そうしゃ</rt></ruby>は <ruby>同時<rt>どうじ</rt></ruby>にゴールしたよ。,The two runners reached the goal at the same time.,noun
コマーシャル,こまーしゃる,commercial; advertising,<ruby>彼女<rt>かのじょ</rt></ruby>はテレビのコマーシャルに <ruby>出<rt>で</rt></ruby>ているわ。,She is on a TV commercial.,noun
合同,ごうどう,joint,３ <ruby>社<rt>しゃ</rt></ruby> <ruby>合同<rt>ごうどう</rt></ruby>で <ruby>新作<rt>しんさく</rt></ruby>の <ruby>発表<rt>はっぴょう</rt></ruby> <ruby>会<rt>かい</rt></ruby>を <ruby>開<rt>ひら</rt></ruby>きました。,The three companies had a joint presentation for their new products.,verbal noun
人違い,ひとちがい,mistaken identity,すみません、 <ruby>人違<rt>ひとちが</rt></ruby>いでした。,I'm sorry I mistook you for someone else.,verbal noun
見違える,みちがえる,change beyond recognition; look radically different,<ruby>掃除<rt>そうじ</rt></ruby>をしたら <ruby>部屋<rt>へや</rt></ruby>が <ruby>見違<rt>みちが</rt></ruby>えるようになったの。,The room looked completely different after cleaning.,verb
似る,にる,resemble; be alike,<ruby>女<rt>おんな</rt></ruby>の <ruby>子<rt>こ</rt></ruby>は <ruby>話<rt>はな</rt></ruby>し <ruby>方<rt>かた</rt></ruby>まで <ruby>母親<rt>ははおや</rt></ruby>に <ruby>似<rt>に</rt></ruby>るわね。,Girls resemble their mothers even in speech.,verb
以前,いぜん,before; ago,<ruby>以前<rt>いぜん</rt></ruby> <ruby>彼<rt>かれ</rt></ruby>はこの <ruby>町<rt>まち</rt></ruby>に <ruby>住<rt>す</rt></ruby>んでいたんだ。,He lived in this town before.,noun
チェンジ,ちぇんじ,change; exchange,<ruby>坂道<rt>さかみち</rt></ruby>でギアーをチェンジしたよ。,I changed gear on the slope.,verbal noun
以降,いこう,thereafter; later than,<ruby>夕方<rt>ゆうがた</rt></ruby> <ruby>以降<rt>いこう</rt></ruby>にお <ruby>電話<rt>でんわ</rt></ruby>をください。,Please call me later in the evening.,noun
以来,いらい,since then,それ <ruby>以来<rt>いらい</rt></ruby> <ruby>彼女<rt>かのじょ</rt></ruby>に <ruby>会<rt>あ</rt></ruby>ってない。,I haven't met her since then.,noun
以後,いご,from now on; hereafter,すみません、 <ruby>以後<rt>いご</rt></ruby> <ruby>気<rt>き</rt></ruby>を <ruby>付<rt>つ</rt></ruby>けます。,Sorry; I'll be more careful from now on.,noun
旅,たび,journey; travel,<ruby>姉<rt>あね</rt></ruby>はよく <ruby>旅<rt>たび</rt></ruby>をします。,My big sister travels a lot.,verbal noun
和食,わしょく,Japanese-style food,<ruby>私<rt>わたし</rt></ruby>は <ruby>和食<rt>わしょく</rt></ruby>が <ruby>好<rt>す</rt></ruby>きです。,I like Japanese food.,noun
さっと,さっと,quickly,こぼれた <ruby>牛乳<rt>ぎゅうにゅう</rt></ruby>をさっと <ruby>拭<rt>ふ</rt></ruby>き <ruby>取<rt>と</rt></ruby>ったの。,I quickly wiped off the spilt milk.,adverb
洋食,ようしょく,Western food,<ruby>昨日<rt>きのう</rt></ruby>の <ruby>晩<rt>ばん</rt></ruby> <ruby>御飯<rt>ごはん</rt></ruby>は <ruby>洋食<rt>ようしょく</rt></ruby>でした。,Last night's dinner was Western food.,noun
西洋,せいよう,the West,<ruby>私<rt>わたし</rt></ruby>は <ruby>西洋<rt>せいよう</rt></ruby>の <ruby>建築<rt>けんちく</rt></ruby>に <ruby>興味<rt>きょうみ</rt></ruby>があります。,I'm interested in Western architecture.,noun
海洋,かいよう,ocean; sea,その <ruby>昔<rt>むかし</rt></ruby>、 <ruby>航海<rt>こうかい</rt></ruby> <ruby>士<rt>し</rt></ruby>たちは <ruby>未踏<rt>みとう</rt></ruby>の <ruby>地<rt>ち</rt></ruby>を <ruby>求<rt>もと</rt></ruby>め <ruby>海洋<rt>かいよう</rt></ruby>に <ruby>乗<rt>の</rt></ruby>り <ruby>出<rt>だ</rt></ruby>しました。,In the past; sailors ventured into the ocean in search of unexplored lands.,noun
東洋,とうよう,the East,<ruby>彼<rt>かれ</rt></ruby>は <ruby>東洋<rt>とうよう</rt></ruby> <ruby>文化<rt>ぶんか</rt></ruby>を <ruby>研究<rt>けんきゅう</rt></ruby>しているよ。,He's doing research on Eastern cultures.,noun
和室,わしつ,Japanese style room,この <ruby>和室<rt>わしつ</rt></ruby>の <ruby>天井<rt>てんじょう</rt></ruby>は <ruby>低<rt>ひく</rt></ruby>いね。,The ceiling in this Japanese-style room is low.,noun
サボる,さぼる,slack off; ditch,また <ruby>仕事<rt>しごと</rt></ruby>をサボっていますね。,He's slacking off at work again; isn't he?,verb
窓口,まどぐち,window; contact,お <ruby>振込<rt>ふりこ</rt></ruby>みは３ <ruby>番<rt>ばん</rt></ruby>の <ruby>窓口<rt>まどぐち</rt></ruby>です。,Bank transfers can be made at window number 3.,noun
親指,おやゆび,thumb,<ruby>親指<rt>おやゆび</rt></ruby>を <ruby>怪我<rt>けが</rt></ruby>しました。,I injured my thumb.,noun
親子,おやこ,parent and child,<ruby>池<rt>いけ</rt></ruby>にカモの <ruby>親子<rt>おやこ</rt></ruby>がいます。,A mother duck and her ducklings are in the pond.,noun
親友,しんゆう,best friend,<ruby>彼<rt>かれ</rt></ruby>は <ruby>私<rt>わたし</rt></ruby>の <ruby>親友<rt>しんゆう</rt></ruby>です。,He is my best friend.,noun
だるい,だるい,feel run-down; weary,<ruby>昨日<rt>きのう</rt></ruby>は <ruby>風邪<rt>かぜ</rt></ruby>で <ruby>少<rt>すこ</rt></ruby>しだるかったんだ。,Yesterday I felt run-down because I had a cold.,adjective
水族館,すいぞくかん,aquarium,ここの <ruby>水族館<rt>すいぞくかん</rt></ruby>にはイルカがいます。,There is a dolphin in this aquarium.,noun
姉妹,しまい,sisters,うちは３ <ruby>人<rt>にん</rt></ruby> <ruby>姉妹<rt>しまい</rt></ruby>です。,We are three sisters.,noun
次第,しだい,as soon as,<ruby>連絡<rt>れんらく</rt></ruby>があり <ruby>次第<rt>しだい</rt></ruby> <ruby>出発<rt>しゅっぱつ</rt></ruby>します。,I'll leave as soon as I hear.,suffix
息,いき,breath,<ruby>大<rt>おお</rt></ruby>きく <ruby>息<rt>いき</rt></ruby>を <ruby>吸<rt>す</rt></ruby>ってください。,Please take a deep breath.,noun
読者,どくしゃ,reader,<ruby>新聞<rt>しんぶん</rt></ruby>の <ruby>読者<rt>どくしゃ</rt></ruby>の <ruby>投書<rt>とうしょ</rt></ruby> <ruby>欄<rt>らん</rt></ruby>は <ruby>好<rt>す</rt></ruby>きです。,I like the letters to the editor section in the newspaper.,noun
ポット,ぽっと,pot; thermos,お <ruby>湯<rt>ゆ</rt></ruby>はポットに <ruby>入<rt>はい</rt></ruby>っています。,There's some hot water in the thermos pot.,noun
消費者,しょうひしゃ,consumer,この <ruby>法律<rt>ほうりつ</rt></ruby>は <ruby>消費<rt>しょうひ</rt></ruby> <ruby>者<rt>しゃ</rt></ruby>を <ruby>守<rt>まも</rt></ruby>るためのものです。,This law is to protect consumers.,noun
者,もの,person,<ruby>私<rt>わたし</rt></ruby>は <ruby>先<rt>さき</rt></ruby>ほど <ruby>電話<rt>でんわ</rt></ruby>した <ruby>者<rt>もの</rt></ruby>です。,I'm the person who called earlier.,noun
学者,がくしゃ,scholar,<ruby>彼<rt>かれ</rt></ruby>は <ruby>作家<rt>さっか</rt></ruby>であり <ruby>学者<rt>がくしゃ</rt></ruby>です。,He is a writer and a scholar.,noun
作者,さくしゃ,writer; creator of an artwork,この <ruby>本<rt>ほん</rt></ruby>の <ruby>作者<rt>さくしゃ</rt></ruby>は <ruby>誰<rt>だれ</rt></ruby>ですか。,Who is the writer of this book?,noun
業者,ぎょうしゃ,contractor (company),<ruby>引<rt>ひ</rt></ruby>っ <ruby>越<rt>こ</rt></ruby>しを <ruby>業者<rt>ぎょうしゃ</rt></ruby>に <ruby>頼<rt>たの</rt></ruby>んだ。,I asked a company to handle the move.,noun
レントゲン,れんとげん,X-rays,<ruby>病院<rt>びょういん</rt></ruby>でレントゲンを <ruby>撮<rt>と</rt></ruby>ったよ。,I had X-rays taken at the hospital.,noun
後者,こうしゃ,the latter,<ruby>正<rt>ただ</rt></ruby>しい <ruby>答<rt>こた</rt></ruby>えは <ruby>後者<rt>こうしゃ</rt></ruby>です。,The latter is the correct answer.,noun
前者,ぜんしゃ,the former,<ruby>私<rt>わたし</rt></ruby>は <ruby>前者<rt>ぜんしゃ</rt></ruby>の <ruby>方<rt>ほう</rt></ruby>が <ruby>優<rt>すぐ</rt></ruby>れていると <ruby>思<rt>おも</rt></ruby>います。,I think that the former is better.,noun
結局,けっきょく,after all; finally,<ruby>彼<rt>かれ</rt></ruby>は <ruby>結局<rt>けっきょく</rt></ruby> <ruby>何<rt>なに</rt></ruby>を <ruby>言<rt>い</rt></ruby>いたかったのだろう。,I wonder what he wanted to say after all.,adverb
結ぶ,むすぶ,tie; join,<ruby>彼女<rt>かのじょ</rt></ruby>は <ruby>髪<rt>かみ</rt></ruby>にリボンを <ruby>結<rt>むす</rt></ruby>んだね。,She tied a ribbon in her hair.,verb
結合,けつごう,combination; joining,ファイルを <ruby>結合<rt>けつごう</rt></ruby>して１つにしました。,I combined the files into one.,verbal noun
バッジ,ばっじ,badge,<ruby>彼<rt>かれ</rt></ruby>は <ruby>弁護士<rt>べんごし</rt></ruby>バッジを <ruby>付<rt>つ</rt></ruby>けていたよ。,He was wearing a lawyer's badge.,noun
果たして,はたして,really,<ruby>果<rt>は</rt></ruby>たして <ruby>彼<rt>かれ</rt></ruby>は <ruby>現<rt>あらわ</rt></ruby>れるだろうか。,I wonder if he'll really show up.,adverb
課長,かちょう,section chief,<ruby>彼<rt>かれ</rt></ruby>は <ruby>課長<rt>かちょう</rt></ruby>に <ruby>昇進<rt>しょうしん</rt></ruby>しました。,He was promoted to section chief.,noun
有効,ゆうこう,effective; valid,<ruby>私<rt>わたし</rt></ruby>の <ruby>免許<rt>めんきょ</rt></ruby>は <ruby>来年<rt>らいねん</rt></ruby>まで <ruby>有効<rt>ゆうこう</rt></ruby>です。,My license is valid until next year.,adjectival noun
効く,きく,take effect; work,この <ruby>薬<rt>くすり</rt></ruby>はあまりよく <ruby>効<rt>き</rt></ruby>かないよ。,This medicine doesn't work very well.,verb
効力,こうりょく,effect; validity,その <ruby>薬<rt>くすり</rt></ruby>は <ruby>効力<rt>こうりょく</rt></ruby>が <ruby>強<rt>つよ</rt></ruby>いよ。,The medicine takes effect quickly.,noun
インフレーション,いんふれーしょん,inflation,<ruby>市場<rt>しじょう</rt></ruby>にはインフレーションの <ruby>影響<rt>えいきょう</rt></ruby>が <ruby>出<rt>で</rt></ruby>ているね。,The market is showing the impact of inflation.,noun
不自然,ふしぜん,unnatural; artificial,<ruby>彼<rt>かれ</rt></ruby>の <ruby>態度<rt>たいど</rt></ruby>はどこか <ruby>不自然<rt>ふしぜん</rt></ruby>だったな。,His behavior was somewhat unnatural.,adjectival noun
自然に,しぜんに,naturally,<ruby>硬<rt>かた</rt></ruby>くならないで、 <ruby>自然<rt>しぜん</rt></ruby>に <ruby>話<rt>はな</rt></ruby>してください。,Please speak naturally without being formal.,adverb
自ら,みずから,(for) oneself; personally,<ruby>社長<rt>しゃちょう</rt></ruby> <ruby>自<rt>みずか</rt></ruby>らがその <ruby>会社<rt>かいしゃ</rt></ruby>と <ruby>交渉<rt>こうしょう</rt></ruby>したよ。,The president himself negotiated with the company.,adverb
各自,かくじ,each one; every individual,ごみは <ruby>各自<rt>かくじ</rt></ruby>で <ruby>持<rt>も</rt></ruby>ち <ruby>帰<rt>かえ</rt></ruby>ってください。,Please take your own garbage home.,noun
経由,けいゆ,via; through,メールを <ruby>経由<rt>けいゆ</rt></ruby>して <ruby>広<rt>ひろ</rt></ruby>がるウィルスもあります。,There are even viruses that spread through e-mails.,verbal noun
ぺこぺこ,ぺこぺこ,bow; kowtow,<ruby>彼<rt>かれ</rt></ruby>は <ruby>上司<rt>じょうし</rt></ruby>にぺこぺこしている。,He's kowtowing to his boss.,adverb
不自由,ふじゆう,inconvenience; discomfort,<ruby>彼<rt>かれ</rt></ruby>は <ruby>不自由<rt>ふじゆう</rt></ruby>な <ruby>暮<rt>く</rt></ruby>らしに <ruby>慣<rt>な</rt></ruby>れたようだね。,It seems that he's gotten used to his restricted lifestyle.,verbal noun
自信,じしん,confidence,あの <ruby>人<rt>ひと</rt></ruby>の <ruby>顔<rt>かお</rt></ruby>には <ruby>自信<rt>じしん</rt></ruby>があふれているね。,That person's face is brimming with confidence.,noun
通信,つうしん,correspondence; communication,<ruby>通信<rt>つうしん</rt></ruby> <ruby>教育<rt>きょういく</rt></ruby>はとても <ruby>便利<rt>べんり</rt></ruby>です。,Distance learning is very convenient.,verbal noun
信用,しんよう,trust; credit,<ruby>彼<rt>かれ</rt></ruby>の <ruby>言<rt>い</rt></ruby>うことは <ruby>信用<rt>しんよう</rt></ruby>できない。,I can't trust what he says.,verbal noun
信頼,しんらい,reliance; trust,<ruby>私<rt>わたし</rt></ruby>は <ruby>部下<rt>ぶか</rt></ruby>を <ruby>信頼<rt>しんらい</rt></ruby>しています。,I trust my subordinates.,verbal noun
おごる,おごる,treat,<ruby>彼<rt>かれ</rt></ruby>に <ruby>食事<rt>しょくじ</rt></ruby>をおごってもらった。,He treated me to a meal.,verb
依頼,いらい,request,<ruby>彼<rt>かれ</rt></ruby>に <ruby>協力<rt>きょうりょく</rt></ruby>を <ruby>依頼<rt>いらい</rt></ruby>しました。,I requested his cooperation.,verbal noun
